Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,1,Yes,No,10,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,No,Yes,One year,Yes,Mailed check,60.67,586.76,No
Male,0,Yes,No,17,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),52.98,913.64,No
Male,0,Yes,No,1,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.23,56.71,Yes
Male,0,No,No,60,Yes,No,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),83.16,5141.77,No
Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),80.1,3921.86,No
Male,1,Yes,No,38,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Mailed check,76.97,3031.88,No
Male,0,Yes,No,39,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),52.56,2071.76,No
Female,1,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,57.9,2842.68,No
Male,1,Yes,Yes,19,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.84,1959.77,No
Male,1,Yes,No,58,Yes,No,DSL,Yes,No internet service,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,102.52,6030.45,No
Male,1,Yes,No,26,No,No,DSL,No,No,No internet service,No internet service,No,No,One year,No,Mailed check,87.02,2277.71,No
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,19.93,334.39,Yes
Female,0,Yes,Yes,48,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,Yes,Credit card (automatic),84.43,4159.26,No
Male,0,No,No,47,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.25,2419.11,No
Male,1,Yes,No,8,No,No,No,Yes,No,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),59.52,498.43,No
Female,0,Yes,No,59,Yes,No phone service,DSL,No internet service,No,No,No,Yes,No,One year,No,Credit card (automatic),90.74,5365.37,No
Female,1,No,No,8,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,82.76,692.72,Yes
Male,1,No,No,51,Yes,No phone service,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,97.88,5115.83,No
Female,1,No,Yes,66,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,78.89,5120.06,No
Female,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Credit card (automatic),72.21,3729.38,No
Male,1,No,No,39,Yes,No,Fiber optic,Yes,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,88.11,3331.89,No
Female,1,Yes,No,55,Yes,No,No,No internet service,No,No,No,No internet service,No,Two year,No,Bank transfer (automatic),106.4,5888.95,No
Female,1,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),29.49,372.61,No
Male,0,No,No,29,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,116.94,3277.05,No
Male,0,No,No,50,No,No phone service,DSL,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Electronic check,55.62,2663.64,No
Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,45.36,800.22,No
Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Credit card (automatic),71.77,588.51,No
Female,1,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,113.05,3421.91,Yes
Male,1,Yes,Yes,32,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Electronic check,99.45,3321.91,No
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.92,50.63,No
Female,0,No,Yes,38,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,19.25,725.15,No
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No,Yes,One year,No,Mailed check,45.26,3053.97,No
Female,1,Yes,Yes,53,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,43.75,2419.45,Yes
Female,0,Yes,No,40,Yes,Yes,DSL,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,91.12,3812.12,Yes
Female,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,94.46,97.21,Yes
Female,0,Yes,No,9,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,74.52,641.4,No
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,No,One year,No,Mailed check,20.23,1055.9,No
Female,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),36.19,1459.46,No
Female,1,No,No,70,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Mailed check,59.29,4127.09,Yes
Female,0,Yes,No,28,Yes,No,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),76.25,2109.91,No
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),30.25,2123.05,No
Male,0,No,No,33,No,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),100.74,3357.62,No
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.39,1184.38,No
Male,0,No,No,32,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,93.03,3080.63,No
Male,1,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,Yes,Credit card (automatic),31.95,1733.46,No
Female,0,No,No,33,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),32.39,1086.51,Yes
Female,1,No,No,71,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,32.07,2202.05,No
Female,0,No,No,14,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),33.78,460.71,Yes
Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,No,Electronic check,117.06,482.77,No
Male,1,No,No,40,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,96.83,4058.65,No
Male,0,No,Yes,43,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),52.29,2204.43,No
Male,1,No,Yes,54,Yes,No,DSL,No,Yes,No,No,No internet service,No,Two year,No,Mailed check,40.82,2308.57,No
Female,1,No,Yes,53,Yes,No,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,109.0,5685.3,Yes
Male,0,No,No,28,No,Yes,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),115.01,3378.23,Yes
Male,0,Yes,No,23,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,37.1,835.64,Yes
Female,1,Yes,Yes,14,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),38.39,553.37,No
Male,0,No,No,67,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,50.38,3330.12,No
Female,1,No,Yes,27,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),38.35,1085.81,No
Male,1,No,No,9,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,32.98,309.93,Yes
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,93.2,4947.98,No
Female,1,Yes,Yes,66,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),85.45,5604.57,No
Male,1,No,No,39,Yes,No phone service,DSL,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,44.05,1649.12,No
Male,1,No,Yes,46,Yes,No phone service,No,No,No,No,No,Yes,Yes,Two year,No,Electronic check,23.0,1107.56,No
Male,1,Yes,No,11,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,54.27,622.32,No
Male,0,No,Yes,72,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),29.63,2232.03,No
Female,1,No,Yes,58,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,53.9,3141.31,Yes
Female,0,Yes,Yes,5,No,No phone service,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,Yes,Electronic check,95.27,485.28,No
Female,0,No,No,46,No,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),61.76,2777.59,No
Male,0,Yes,No,46,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Mailed check,60.42,2879.87,Yes
Male,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,No,No internet service,One year,No,Electronic check,45.26,3017.94,No
Female,0,Yes,Yes,1,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),83.89,86.08,No
Male,0,No,No,58,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,96.65,5827.19,No
Female,1,No,No,72,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,One year,No,Credit card (automatic),77.64,5461.67,No
Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,113.64,4451.58,No
Female,1,No,No,21,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),94.78,2010.55,No
Female,1,No,No,14,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,75.57,1024.11,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.86,247.2,Yes
Female,0,Yes,Yes,41,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),83.73,3465.88,No
Female,1,No,Yes,17,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,55.99,996.35,Yes
Female,1,No,No,41,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.17,2983.01,No
Female,1,No,No,36,Yes,No,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),105.95,3624.27,Yes
Male,0,No,Yes,52,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),80.03,4267.7,No
Male,1,Yes,Yes,9,Yes,No phone service,DSL,No,No internet service,No internet service,No,No,Yes,Two year,No,Electronic check,113.77,1054.43,Yes
Female,1,Yes,Yes,37,Yes,No,DSL,No internet service,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,40.91,1566.24,No
Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,113.81,5349.58,No
Female,1,No,No,23,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,101.42,2345.4,Yes
Female,0,Yes,Yes,56,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,41.41,2242.51,No
Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,73.69,2410.73,Yes
Female,1,Yes,Yes,16,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,Yes,Two year,Yes,Electronic check,54.65,914.44,No
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,40.52,41.88,Yes
Male,1,No,No,57,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No,One year,Yes,Mailed check,110.22,6376.06,No
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),91.16,2900.85,No
Male,0,Yes,No,65,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,43.74,2831.46,Yes
Male,0,No,Yes,7,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),107.61,741.79,No
Male,1,Yes,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,63.49,4157.36,No
Male,1,No,No,56,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),25.58,1501.2,Yes
Male,1,No,No,3,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.18,69.22,Yes
Female,0,No,No,41,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),76.76,3078.31,No
Female,1,No,Yes,64,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),40.3,2541.03,No
Female,1,Yes,No,6,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),110.79,647.49,Yes
Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.63,424.98,Yes
Female,0,No,Yes,19,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),33.28,650.88,No
Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),33.19,621.47,No
Male,1,No,No,11,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.09,855.21,No
Female,1,No,Yes,38,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Credit card (automatic),89.23,3271.71,No
Male,1,Yes,No,62,No,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,No,Electronic check,101.66,6320.75,No
Female,0,No,Yes,66,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,112.75,7382.92,Yes
Female,1,No,Yes,52,No,No,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),113.25,5879.22,No
Male,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Electronic check,45.02,1546.92,No
Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,81.63,4188.33,No
Male,1,No,Yes,32,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),116.67,3882.75,Yes
Female,1,No,No,61,Yes,No phone service,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.78,5746.79,No
Male,0,No,No,63,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,57.07,3517.32,No
Female,1,Yes,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.77,1359.05,No
Female,0,Yes,No,15,Yes,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),65.05,980.17,No
Female,0,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,65.99,1657.32,No
Male,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),70.72,3582.14,Yes
Female,1,No,No,6,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),34.02,201.67,No
Male,1,Yes,Yes,46,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,105.32,4739.36,No
Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.58,3559.55,No
Male,1,Yes,No,67,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.09,2772.53,No
Female,1,Yes,No,47,Yes,Yes,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,45.19,2080.55,No
Female,1,No,Yes,45,Yes,No phone service,No,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,29.14,1353.65,No
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),106.92,3397.22,No
Male,0,No,No,5,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,One year,No,Electronic check,97.88,489.7,Yes
Male,1,Yes,Yes,24,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),98.64,2262.36,No
Male,0,No,No,5,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,48.91,235.59,Yes
Female,0,No,Yes,64,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,34.88,2260.25,No
Female,0,No,No,55,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),28.3,1583.9,Yes
